,Unnamed: 0,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline
4544,4543,573730,Made in Abyss: Dawn of the Deep Soul,2020-01-17,"['Animation', 'Adventure', 'Fantasy', 'Mystery']",Japanese,8.0,175.0,19.607,"A continuation of the epic adventure of plucky Riko and Reg who are joined by their new friend Nanachi. Together they descend into the Abyss' treacherous fifth layer, the Sea of Corpses, and encounter the mysterious Bondrewd, a legendary White Whistle whose shadow looms over Nanachi's troubled past. Bondrewd is ingratiatingly hospitable, but the brave adventurers know things are not always as they seem in the enigmatic Abyss.",0.0,"['Kinema Citrus', 'KADOKAWA', 'CygamesPictures', 'Takeshobo', 'AT-X', 'Sony Music Entertainment (Japan)', 'Kanetsu Investment', 'Global Solutions', 'Kadokawa Media House']",4971635.0,105.0,Defy the darkness
4546,4545,551806,Praise This,2023-04-07,"['Comedy', 'Music']",English,7.5,25.0,19.606,"When aspiring musical superstar Sam is forced to join her cousin's struggling, underdog praise team in the lead-up to a national championship competition, she sees an opportunity to finally make her dreams come true.",0.0,"['Universal Pictures', 'Will Packer Productions', 'The Story Company']",0.0,111.0,Sometimes the music can lift you higher than you’ve ever been.
4547,4546,43539,The Next Three Days,2010-11-18,"['Romance', 'Drama', 'Thriller', 'Crime']",English,7.1,2572.0,19.604,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.",30000000.0,"['Hwy61', 'Lionsgate', 'Fidélité Films']",67448651.0,133.0,What if you had 72 hours to save everything you live for?
4549,4548,10829,Tremors 3: Back to Perfection,2001-10-02,"['Action', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']",English,5.8,538.0,19.602,"Burt Gummer returns home to Perfection, Nev., to find that the town of terror has become a theme park, and when the simulated giant worm attacks turn real, the survivalist must battle the creatures once again. Gummer pits his impressive knowledge of weaponry against the newest and deadliest generation of flesh-eating graboids, with help from two young entrepreneurs.",6000000.0,"['Stampede Entertainment', 'Universal Pictures']",0.0,100.0,The Food Chain Just Grew Another Link.
4550,4549,221,Rebel Without a Cause,1955-10-29,['Drama'],English,7.6,1410.0,19.602,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",1500000.0,['Warner Bros. Pictures'],4500000.0,111.0,The bad boy from a good family.
4551,4550,785538,7 Prisoners,2021-10-22,['Drama'],Portuguese,7.1,306.0,19.601,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.,0.0,"['O2 Filmes', 'Noruz Films']",0.0,93.0,Survival is Power
4552,4551,329440,The Forest,2016-01-07,"['Horror', 'Thriller', 'Mystery']",English,5.2,1609.0,19.6,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",10000000.0,"['Lava Bear Films', 'AI Film', 'Phantom Four']",37608299.0,95.0,Everyone comes here looking for a way out
4553,4552,10328,Cocoon,1985-06-21,"['Comedy', 'Drama', 'Science Fiction']",English,6.6,1116.0,19.599,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",17500000.0,"['SLM Production Group', 'Zanuck/Brown Productions', '20th Century Fox']",85313124.0,117.0,"Beyond the innocence of youth, and the wisdom of age, lies the wonder of... Cocoon"
4554,4553,50348,The Lincoln Lawyer,2011-03-17,"['Crime', 'Drama', 'Thriller']",English,7.2,2831.0,19.598,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,40000000.0,"['Sidney Kimmel Entertainment', 'Lionsgate', 'Lakeshore Entertainment']",85412898.0,119.0,This Case is a Dangerous Game of Life and Death.
4555,4554,17898,Silver Bullet,1985-10-10,['Horror'],English,6.6,492.0,19.597,"The small city of Tarker's Mill is startled by a series of sadistic murders. The population fears that this is the work of a maniac. During a search a mysterious, hairy creature is observed. This strange appearance is noticed once a month. People lock themselves up at night, but there's one boy who's still outside, he's preparing the barbecue.",7000000.0,"['International Film Corporation (II)', 'Famous Films (II)', 'Dino De Laurentiis Company', 'Paramount']",12400000.0,95.0,It started in May. In a small town. And every month after that whenever the moon was full... it came back.
4556,4555,152532,Dallas Buyers Club,2013-11-01,"['Drama', 'History']",English,7.9,7865.0,19.596,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",5000000.0,"['Truth Entertainment', 'Voltage Pictures', 'CE', 'Evolution Independent', 'R² Films', 'Rainmaker Films', 'Focus Features']",55736588.0,117.0,Sometimes it takes a hustler to change the world
4557,4556,475430,Artemis Fowl,2020-06-12,"['Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action']",English,5.6,1502.0,19.589,Artemis Fowl is a 12-year-old genius and descendant of a long line of criminal masterminds. He soon finds himself in an epic battle against a race of powerful underground fairies who may be behind his father's disappearance.,125000000.0,"['Tribeca Productions', 'Walt Disney Pictures', 'TKBC']",0.0,94.0,Remember the name
4558,4557,13683,Tarzan & Jane,2002-06-24,"['Animation', 'Family']",English,6.0,544.0,19.589,"With the first anniversary of her wedding to Tarzan beckoning, Jane ponders how to make it the perfect English celebration.",0.0,['Disney Television Animation'],0.0,75.0,Two Worlds - One New Adventure!
4559,4558,10775,Infernal Affairs,2002-12-12,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",cn,7.8,1392.0,19.589,"Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",125000.0,['Media Asia Films'],8708932.0,101.0,Loyalty. Honor. Betrayal.
4561,4560,71,Billy Elliot,2000-09-28,"['Drama', 'Comedy', 'Music']",English,7.6,3496.0,19.586,County Durham England 1984 the miners strike has started and the police have started coming up from Bethnal Green starting a class war with the lower classes suffering caught in the middle of the conflict is 11-year old Billy Elliot who after leaving his boxing club for the day stubbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs Wilkinson for an upcoming audition in Newcastle-upon Tyne the audition is for the royal Ballet school in London.,5000000.0,"['StudioCanal', 'BBC Film', 'Tiger Aspect Productions', 'Arts Council of England', 'Working Title Films', 'WT2 Productions', 'Focus Features', 'Universal Pictures']",109280263.0,110.0,Inside every one of us is a special talent waiting to come out. The trick is finding it.
4563,4562,9522,Wedding Crashers,2005-07-13,"['Comedy', 'Romance']",English,6.5,3973.0,19.582,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.",40000000.0,"['Avery Pix', 'New Line Cinema', 'Tapestry Films']",288485135.0,119.0,Life's a Party. Crash It.
4564,4563,722913,Malcolm & Marie,2021-01-29,"['Drama', 'Romance']",English,7.1,1252.0,19.58,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",2500000.0,"['Little Lamb Productions', 'FotoKem']",0.0,106.0,Madly in love.
4566,4565,284303,Goodnight Mommy,2014-10-07,"['Horror', 'Drama', 'Thriller', 'Mystery']",German,6.7,1402.0,19.576,"In the heat of the summer lays a lonesome house in the countryside where nine year old twin brothers await their mother’s return.  When she comes home, bandaged after cosmetic surgery, nothing is like before and the children start to doubt whether this woman is actually who she says she is.",0.0,"['Koch Media', 'Ulrich Seidl Filmproduktion', 'Radius Productions', 'Filmfonds Wien', 'Filmstandort Austria (FISA)', 'OFI', 'ORF']",2193474.0,100.0,A mother should look out for her sons.
4567,4566,1639,Speed 2: Cruise Control,1997-06-13,"['Action', 'Adventure', 'Thriller']",English,4.6,1444.0,19.574,"A disgruntled former employee hijacks the Seabourn Legend cruise liner. Set on a fixed course, without any means of communication and at the mercy of the hijacker, it's up to the one cop on vacation, and his soon to be fiancé (hopefully) Annie, to regain control of it before it kills the passengers and causes an environmental disaster. Insurmountable and daunting tasks awaits them on their  perilous journey throughout the ship trying to fend off the hijacker and save the passengers.",160000000.0,"['Blue Tulip Productions', '20th Century Fox']",164508066.0,125.0,"As the stakes get higher, the ride gets even faster."
4570,4569,895744,Studio 666,2022-02-24,"['Horror', 'Comedy', 'Music']",English,6.1,182.0,19.564,"Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album. Once in the house, Dave Grohl finds himself grappling with supernatural forces that threaten both the completion of the album and the lives of the band.",0.0,"['Roswell Films', 'Therapy Studios']",3000776.0,106.0,He gives new meaning to a killer track.
4571,4570,157353,Transcendence,2014-04-16,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",English,6.0,5021.0,19.564,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",100000000.0,"['DMG Entertainment', 'Warner Bros. Pictures', 'Alcon Entertainment', 'Syncopy', 'Straight Up Films']",103039258.0,119.0,"Yesterday, Dr. Will Caster was only human..."
4572,4571,388399,Patriots Day,2016-12-12,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",English,7.0,2342.0,19.561,"In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.",45000000.0,"['TIK Films', 'CBS Films', 'Closest to the Hole Productions', 'Bluegrass Films', 'Hutch Parker Entertainment', 'Leverage']",50548152.0,133.0,The inside story of the world's greatest manhunt.
4573,4572,10622,Mr. Nice Guy,1997-01-31,"['Crime', 'Action', 'Comedy']",cn,6.5,569.0,19.56,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,12716953.0,['Orange Sky Golden Harvest'],18814720.0,101.0,Fight first. Apologize later.
4574,4573,79224,War of the Arrows,2011-08-10,"['Drama', 'Action', 'History', 'Thriller']",Korean,7.2,223.0,19.556,"13 years after the King Injo Revolt, the Chosun Dynasty is attacked by the Chung Dynasty of China. A young man named Na-mi leaves his demolished village to find his young sister, Ja-in, and her finance Su-koon, who were to wed on the very day of the attack. While on his mission to rescue her, he is being traced by Jushinta, a fierce Chung Warrior, and his band of malicious men who are out to stop him. Na-mi has but a day to rescue his sister before she is taken away to be a slave. When Na-mi finally finds his sister, Jushinta comes between them and a fierce battle between two of the finest warriors unfolds.",8000000.0,"['Lotte Entertainment', 'Dasepo Club', 'DCG Plus', 'Sovik Venture Capital']",49000000.0,122.0,"A hero is born, the legend begins."
